DISTRICTNAME,Latitude,Longitude
Belagavi,16.640844,74.84493
Belagavi,16.723674,74.910806
Belagavi,16.706804,74.750937
Belagavi,16.660997,74.783557
Belagavi,16.605184,74.704779
Belagavi,16.661509,74.714553
Belagavi,16.707301,74.705899
Belagavi,16.698685,74.759818
Belagavi,16.678175,74.835195
Belagavi,16.721431,74.790146
Belagavi,16.693209,74.720454
Belagavi,16.69965,74.961464
Belagavi,16.690849,74.736292
Belagavi,16.683602,74.755791
Belagavi,16.639075,74.765437
Belagavi,16.744652,74.943132
Belagavi,16.682075,74.716515
Belagavi,16.695761,74.727949
Belagavi,16.744845,74.946418
Belagavi,16.678887,74.891257
Belagavi,16.686665,74.939923
Belagavi,16.74404,74.940574
Belagavi,16.684872,74.766505
Belagavi,16.579937,74.792178
Belagavi,16.661962,74.911945
Belagavi,16.616617,74.713587
Belagavi,16.696605,74.906027
Belagavi,16.696975,74.71882
Belagavi,16.666727,74.777703
Belagavi,16.693122,74.716609
Belagavi,16.737733,74.776614
Belagavi,16.747477,74.786145
Belagavi,16.744855,74.953423
Belagavi,16.620544,74.72805
Belagavi,16.693774,74.719298
Belagavi,16.670199,74.898515
Belagavi,16.678852,74.716388
Belagavi,16.668046,74.828027
Belagavi,16.710789,74.712148
Belagavi,16.616867,74.711509
Belagavi,16.73318,74.961314
Belagavi,16.705994,74.817726
Belagavi,16.683318,74.767072
Belagavi,16.701649,74.714908
Belagavi,16.695766,74.716388
Belagavi,16.654766,74.828629
Belagavi,16.721179,74.790663
Belagavi,16.716997,74.930161
Belagavi,16.625567,74.711447
Belagavi,16.653598,74.819863
Belagavi,16.621232,74.690619
Belagavi,16.73709,74.849814
Belagavi,16.690246,74.756416
Belagavi,16.658646,74.821244
Belagavi,16.725481,74.789284
Belagavi,16.676685,74.753005
Belagavi,16.670756,74.893935
Belagavi,16.691346,74.758315
Belagavi,16.648426,74.7964
Belagavi,16.6529,74.80995
Belagavi,16.616884,74.710025
Belagavi,16.670318,74.894557
Belagavi,16.697024,74.731518
Belagavi,16.64887,74.831447
Belagavi,16.694899,74.718082
Belagavi,16.670203,74.857914
Bagalkot,15.867371,75.950764
Belagavi,16.648672,74.830147
Belagavi,16.633545,74.751755
Belagavi,16.717428,74.922802
Belagavi,16.693788,74.724729
Belagavi,16.668842,74.844468
Belagavi,16.606533,74.705457
Belagavi,16.711108,74.712008
Belagavi,16.671942,74.774001
Belagavi,16.695242,74.727538
Belagavi,16.707978,74.713087
Belagavi,16.691351,74.72186
Belagavi,16.725016,74.789656
Belagavi,16.649303,74.796503
Belagavi,16.722028,74.794469
Belagavi,16.622332,74.687733
Belagavi,16.734648,74.815702
Belagavi,16.708497,74.712875
Belagavi,16.65436,74.907697
Belagavi,16.652625,74.823829
Belagavi,16.719131,74.92308
Belagavi,16.66993,74.747631
Belagavi,16.676575,74.896349
Belagavi,16.659026,74.821809
Belagavi,16.721933,74.792816
Belagavi,16.690664,74.759263
Belagavi,16.664286,74.820995
Belagavi,16.71567,74.919888
Belagavi,16.671745,74.891798
Belagavi,16.721234,74.878767
Belagavi,16.700077,74.715479
Belagavi,16.717084,74.755269
Belagavi,16.729054,74.82294
Belagavi,16.614818,74.690748
Belagavi,16.714991,74.712017
Belagavi,16.74471,74.86437
Belagavi,16.731373,74.836258
Belagavi,16.704218,74.898767
Belagavi,16.696117,74.715827
Belagavi,16.728554,74.821571
Belagavi,16.659529,74.819732
Belagavi,16.731056,74.838264
Belagavi,16.669409,74.897717
Belagavi,16.72437,74.79977
Belagavi,16.704218,74.898767
Belagavi,16.669869,74.823885
Belagavi,16.614818,74.690748
Belagavi,16.694068,74.947226
Belagavi,16.649508,74.79843
Belagavi,16.669476,74.894569
Belagavi,16.704218,74.898767
Belagavi,16.652564,74.819048
Belagavi,16.703591,74.741368
Belagavi,16.704218,74.898767
Belagavi,16.655769,74.791097
Belagavi,16.716298,74.92103
Belagavi,16.668743,74.894979
Belagavi,16.685602,74.766255
Belagavi,16.650228,74.798396
Belagavi,16.734763,74.830791
Belagavi,16.668203,74.840528
Belagavi,16.74461,74.942595
Belagavi,16.704218,74.898767
Belagavi,16.668823,74.898089
Belagavi,16.614818,74.690748
Belagavi,16.69319,74.720007
Belagavi,16.623026,74.689827
Belagavi,16.700692,74.965348
Belagavi,16.620008,74.716142
Belagavi,16.704218,74.898767
Belagavi,16.704218,74.898767
Belagavi,16.690401,74.72107
Belagavi,16.699686,74.715827
Belagavi,16.676236,74.881406
Belagavi,16.704218,74.898767
Belagavi,16.145664,75.172552
Belagavi,15.980594,75.134814
Belagavi,15.950067,75.170782
Belagavi,16.07853,75.234914
Belagavi,16.164295,75.287667
Belagavi,15.966007,75.15429
Belagavi,16.143912,75.176286
Belagavi,16.079457,75.236177
Belagavi,15.969171,75.264337
Belagavi,15.953293,75.24043
Belagavi,16.037077,75.126089
Belagavi,16.087637,75.245367
Belagavi,16.154318,75.129075
Belagavi,16.032601,75.119784
Belagavi,16.059404,75.227169
Belagavi,15.927123,75.227629
Belagavi,15.888288,75.185473
Belagavi,16.115449,75.23739
Belagavi,16.034541,75.230417
Belagavi,15.970657,75.113845
Belagavi,16.072555,75.221062
Belagavi,16.037354,75.141745
Belagavi,16.102113,75.163784
Belagavi,15.960439,75.264295
Belagavi,16.041609,75.141854
Belagavi,15.957724,75.276144
Belagavi,15.947362,75.226045
Belagavi,16.087584,75.245242
Belagavi,16.009678,75.198242
Belagavi,15.969999,75.135846
Belagavi,16.029138,75.157868
Belagavi,16.058269,75.226076
Belagavi,15.97621,75.080726
Belagavi,16.082046,75.115517
Belagavi,16.031021,75.116999
Belagavi,16.001052,75.279095
Belagavi,15.951864,75.169876
Belagavi,16.048523,75.267954
Belagavi,15.928437,75.133308
Belagavi,16.038238,75.145095
Dharwad,15.514159,75.177027
Belagavi,16.14728,75.125949
Belagavi,16.009824,75.198166
Belagavi,15.912778,75.222565
Belagavi,16.030027,75.144466
Belagavi,16.092186,75.31039
Belagavi,16.148146,75.126273
Belagavi,16.165932,75.270039
Belagavi,15.938371,75.111313
Belagavi,15.942062,75.212607
Belagavi,15.938467,75.11184
Belagavi,15.986147,75.137097
Belagavi,16.17134,75.247753
Belagavi,16.051243,75.185918
Belagavi,15.986917,75.137689
Belagavi,16.144991,75.124689
Belagavi,16.147919,75.12559
Belagavi,16.076686,75.229414
Belagavi,15.985934,75.139201
Belagavi,16.039903,75.142373
Belagavi,15.900792,75.208215
Belagavi,15.98663,75.140019
Belagavi,16.006296,75.217074
Belagavi,15.929153,75.116298
Belagavi,15.999332,75.238881
Belagavi,16.048266,75.282017
Belagavi,15.92955,75.137514
Belagavi,15.984225,75.13701
Belagavi,16.016089,75.195293
Belagavi,16.030492,75.140598
Belagavi,15.972646,75.114794
Belagavi,16.175095,75.257669
Belagavi,16.074449,75.237072
Belagavi,16.170071,75.236623
Belagavi,16.167604,75.172545
Belagavi,15.963603,75.276146
Belagavi,16.029274,75.161401
Belagavi,15.922754,75.126438
Belagavi,15.888526,75.205122
Belagavi,16.155126,75.233446
Belagavi,16.001934,75.264362
Belagavi,15.969156,75.13345
Belagavi,15.935556,75.218681
Belagavi,15.945158,75.217825
Belagavi,15.957082,75.129096
Belagavi,16.091478,75.249147
Belagavi,16.078021,75.234673
Belagavi,15.944588,75.217178
Belagavi,16.015417,75.199904
Belagavi,15.959939,75.281523
Belagavi,16.041864,75.141744
Belagavi,15.996831,75.279769
Belagavi,16.077779,75.232748
Belagavi,16.009398,75.195671
Belagavi,15.959275,75.273197
Belagavi,16.005211,75.223282
Belagavi,16.092779,75.158538
Belagavi,16.042783,75.160806
Belagavi,16.073179,75.22458
Belagavi,16.079285,75.236174
Belagavi,15.913115,75.126123
Belagavi,16.091688,75.247713
Belagavi,16.124861,75.109377
Belagavi,16.031404,75.258654
Belagavi,16.012134,75.188351
Belagavi,16.127495,75.106189
Belagavi,16.07033,75.215918
Belagavi,16.054531,75.29916
Belagavi,16.084064,75.296632
Belagavi,16.105394,75.26742
Belagavi,16.090809,75.24811
Belagavi,15.920608,75.126752
Belagavi,15.975982,75.15545
Belagavi,15.956835,75.128752
Belagavi,15.963962,75.275828
Belagavi,15.998569,75.239332
Belagavi,15.972662,75.115748
Belagavi,16.042171,75.141579
Belagavi,16.038652,75.130627
Belagavi,15.96907,75.262509
Belagavi,16.076988,75.231912
Belagavi,16.03355,75.122539
Belagavi,16.08294,75.238651
Belagavi,15.969246,75.133889
Belagavi,15.948296,75.237105
Belagavi,16.031552,75.116912
Belagavi,16.043189,75.144079
Belagavi,16.00916,75.235116
Belagavi,15.966326,75.270194
Belagavi,15.982667,75.133859
Belagavi,15.987369,75.137034
Belagavi,16.031001,75.116567
Belagavi,16.078871,75.236529
Belagavi,16.006965,75.226375
Belagavi,16.073775,75.22605
Belagavi,16.076299,75.230897
Belagavi,16.101009,75.164249
Belagavi,15.984744,75.137396
Belagavi,16.008196,75.230803
Belagavi,16.07281,75.22964
Belagavi,16.056062,75.299047
Belagavi,16.074635,75.227302
Belagavi,16.043694,75.146812
Belagavi,16.077405,75.227672
Belagavi,15.98459,75.136796
Belagavi,16.100301,75.19471
Belagavi,15.999208,75.238852
Belagavi,15.988019,75.102899
Belagavi,15.989736,75.143519
Belagavi,16.072508,75.230774
Belagavi,16.012707,75.240283
Belagavi,15.97155,75.113549
Belagavi,16.019019,75.267432
Belagavi,16.039435,75.112411
Belagavi,15.956221,75.269332
Belagavi,15.956628,75.164368
Haveri,15.098359,75.13642
Belagavi,16.072812,75.22964
Belagavi,16.07281,75.22964
Belagavi,15.986378,75.136279
Belagavi,15.960582,75.260881
Belagavi,15.915298,75.128184
Belagavi,16.409802,74.478666
Belagavi,16.422375,74.48287
Belagavi,16.487676,74.514035
Belagavi,16.385828,74.490364
Belagavi,16.469652,74.52212
Belagavi,16.404804,74.463341
Belagavi,16.419541,74.415834
Belagavi,16.450598,74.49569
Belagavi,16.41506,74.501526
Belagavi,16.402362,74.45778
Belagavi,16.41637,74.485404
Belagavi,16.437933,74.465767
Belagavi,16.407292,74.470977
Belagavi,16.422,74.482105
Belagavi,16.404724,74.479048
Belagavi,16.415677,74.50753
Belagavi,16.423144,74.482935
Belagavi,16.404605,74.464236
Belagavi,16.402934,74.430089
Belagavi,16.400887,74.408029
Belagavi,16.433133,74.437991
Belagavi,16.41506,74.501526
Belagavi,16.383885,74.46247
Belagavi,16.416013,74.498795
Belagavi,16.371837,74.439319
Belagavi,16.419001,74.407437
Belagavi,16.383807,74.449549
Belagavi,16.39804,74.415096
Belagavi,16.374058,74.488129
Belagavi,16.446961,74.52435
Belagavi,16.378965,74.442488
Belagavi,16.454538,74.457379
Belagavi,16.434271,74.467092
Belagavi,16.41555,74.511886
Belagavi,16.414198,74.497296
Belagavi,16.439695,74.522582
Belagavi,16.368562,74.489042
Belagavi,16.415643,74.50081
Belagavi,16.417008,74.408288
Belagavi,16.382518,74.488878
Belagavi,16.444779,74.522979
Belagavi,16.383431,74.474666
Belagavi,16.461389,74.486684
Belagavi,16.377366,74.501923
Belagavi,16.416679,74.516248
Belagavi,16.410822,74.44803
Belagavi,16.384774,74.492002
Belagavi,16.45597,74.424551
Belagavi,16.413937,74.498374
Belagavi,16.403201,74.459121
Belagavi,16.403731,74.422155
Belagavi,16.40096,74.493162
Belagavi,16.43908,74.462588
Belagavi,16.468085,74.47316
Belagavi,16.469435,74.521418
Belagavi,16.424218,74.504436
Belagavi,16.4693,74.521138
Belagavi,16.402781,74.426953
Belagavi,16.402565,74.43447
Belagavi,16.463601,74.522705
Belagavi,16.40987,74.429903
Belagavi,16.401446,74.420406
Belagavi,16.408648,74.474833
Belagavi,16.413879,74.497767
Belagavi,16.423151,74.50594
Belagavi,16.398251,74.431839
Belagavi,16.401538,74.458396
Belagavi,16.456268,74.496335
Belagavi,16.416096,74.502602
Belagavi,16.442004,74.523499
Belagavi,16.471361,74.517573
Belagavi,16.414429,74.499838
Belagavi,16.433054,74.495707
Belagavi,16.414761,74.500882
Belagavi,16.421985,74.52179
Belagavi,16.414547,74.500469
Belagavi,16.407202,74.470816
Belagavi,16.464012,74.521596
Belagavi,16.446739,74.521955
Belagavi,16.459798,74.522769
Belagavi,16.402174,74.426334
Belagavi,16.398946,74.432093
Belagavi,16.391177,74.459958
Belagavi,16.400811,74.430557
Belagavi,16.400658,74.43258
Belagavi,15.629499,74.477387
Belagavi,15.703668,74.521917
Belagavi,15.642692,74.504392
Belagavi,15.658718,74.498887
Belagavi,15.685147,74.190804
Belagavi,15.684147,74.503245
Belagavi,15.662143,74.476909
Belagavi,15.729838,74.502932
Belagavi,15.638104,74.503096
Belagavi,15.621137,74.525503
Belagavi,15.68734,74.331482
Belagavi,15.686204,74.352938
Belagavi,15.697252,74.229785
Belagavi,15.689239,74.503452
Belagavi,15.713741,74.380587
Belagavi,15.686882,74.328416
Belagavi,15.689037,74.374488
Belagavi,15.686498,74.327785
Belagavi,15.647555,74.502766
Belagavi,15.635113,74.511036
Belagavi,15.649883,74.487496
Belagavi,15.74514,74.360069
Belagavi,15.641584,74.448721
Belagavi,15.649347,74.502177
Belagavi,15.66797,74.534136
Belagavi,15.707574,74.544772
Belagavi,15.610844,74.529335
Belagavi,15.637963,74.508924
Belagavi,15.611184,74.502374
Belagavi,15.433344,74.560848
Belagavi,15.685942,74.30748
Belagavi,15.415836,74.621896
Belagavi,15.654095,74.499966
Belagavi,15.643708,74.500246
Belagavi,15.642582,74.426053
Belagavi,15.721112,74.498127
Belagavi,15.699125,74.502726
Belagavi,15.656113,74.148479
Belagavi,15.612833,74.502655
Belagavi,15.65218,74.50253
Belagavi,15.754623,74.335309
Belagavi,15.640478,74.553711
Belagavi,15.686497,74.327793
Belagavi,15.716971,74.385776
Belagavi,15.66517,74.487508
Belagavi,15.708357,74.5452
Belagavi,15.707227,74.493366
Belagavi,15.600819,74.380479
Belagavi,15.647677,74.50267
Belagavi,15.745042,74.409291
Belagavi,15.688372,74.503287
Belagavi,15.60548,74.490062
Belagavi,15.688297,74.503229
Belagavi,15.578839,74.446379
Belagavi,15.659307,74.147429
Belagavi,15.654109,74.499949
Belagavi,15.54813,74.420323
Belagavi,15.627218,74.518355
Belagavi,15.673905,74.588819
Belagavi,15.688493,74.503304
Belagavi,15.411347,74.666423
Belagavi,15.654147,74.499956
Belagavi,15.647588,74.50268
Belagavi,15.535847,74.488935
Belagavi,15.62615,74.519618
Belagavi,15.649172,74.508309
Belagavi,15.64582,74.562866
Belagavi,15.627088,74.518458
Belagavi,15.742028,74.402129
Belagavi,15.697722,74.514333
Belagavi,15.697511,74.223233
Belagavi,15.619034,74.525752
Belagavi,15.670204,74.460399
Belagavi,15.606818,74.481877
Belagavi,15.706263,74.345204
Belagavi,15.424721,74.583544
Belagavi,15.617923,74.504351
Belagavi,15.673091,74.590223
Belagavi,15.689431,74.622185
Belagavi,15.687,74.299204
Belagavi,15.694904,74.503347
Belagavi,15.66537,74.388221
Belagavi,15.640497,74.504797
Belagavi,15.641535,74.504595
Belagavi,15.639044,74.507352
Belagavi,15.423216,74.577229
Belagavi,15.694354,74.367552
Belagavi,15.683082,74.188881
Belagavi,15.448366,74.492814
Belagavi,15.689121,74.518456
Belagavi,15.689349,74.359025
Belagavi,15.681352,74.463696
Belagavi,15.429589,74.510441
Belagavi,15.535862,74.478639
Belagavi,15.452413,74.497315
Belagavi,15.682861,74.280779
Belagavi,15.7134,74.392394
Belagavi,15.440255,74.49472
Belagavi,15.664752,74.210999
Belagavi,15.626249,74.475199
Belagavi,15.635169,74.5508
Belagavi,15.688287,74.508805
Belagavi,15.450318,74.493301
Belagavi,15.68935,74.359006
Belagavi,15.525569,74.386543
Belagavi,15.645359,74.562423
Belagavi,15.751772,74.334976
Belagavi,15.63651,74.500302
Belagavi,15.636825,74.512948
Belagavi,15.658671,74.418075
Belagavi,15.629486,74.505416
Belagavi,15.642261,74.513808
Belagavi,15.442342,74.431083
Belagavi,15.636852,74.513047
Belagavi,15.685848,74.346726
Belagavi,15.675494,74.501088
Belagavi,15.633532,74.51059
Belagavi,15.633189,74.510504
Belagavi,15.431224,74.517806
Belagavi,15.690203,74.377243
Belagavi,15.655775,74.489321
Belagavi,15.686074,74.502927
Belagavi,15.699598,74.470241
Belagavi,15.664593,74.211059
Belagavi,15.640704,74.509023
Belagavi,15.638449,74.506248
Belagavi,15.648896,74.502383
Belagavi,15.744226,74.405019
Belagavi,15.434709,74.556278
Belagavi,15.410643,74.657541
Belagavi,15.689702,74.50352
Belagavi,15.690567,74.264785
Belagavi,15.686207,74.325795
Belagavi,15.673076,74.161267
Belagavi,15.715075,74.499397
Belagavi,15.687177,74.292781
Belagavi,15.584998,74.486292
Belagavi,15.642718,74.513522
Belagavi,15.433768,74.561088
Belagavi,15.492611,74.41659
Belagavi,15.673398,74.500547
Belagavi,15.690454,74.614894
Belagavi,15.41063,74.650619
Belagavi,15.687275,74.330822
Belagavi,15.693109,74.503592
Belagavi,15.689576,74.564075
Belagavi,15.676705,74.51029
Belagavi,15.716479,74.386902
Belagavi,15.412686,74.695965
Belagavi,15.642814,74.506176
Belagavi,15.633335,74.510588
Belagavi,15.669382,74.591297
Belagavi,15.69505,74.503589
Belagavi,15.697684,74.471465
Belagavi,15.63598,74.500104
Belagavi,15.696614,74.210912
Belagavi,15.434165,74.445393
Belagavi,15.67323,74.45501
Belagavi,15.627939,74.517749
Belagavi,15.563352,74.479707
Belagavi,15.434735,74.55725
Belagavi,15.498304,74.487755
Belagavi,15.686383,74.326751
Belagavi,15.415682,74.614373
Belagavi,15.647386,74.517303
Belagavi,15.698979,74.64135
Belagavi,15.846451,74.501379
Belagavi,15.686178,74.325481
Belagavi,15.692134,74.616319
Belagavi,15.433565,74.561301
Belagavi,15.707589,74.545267
Belagavi,15.66526,74.470029
Belagavi,15.702563,74.374499
Belagavi,15.468158,74.481747
Belagavi,15.680303,74.600646
Belagavi,15.69871,74.218158
Belagavi,15.743356,74.20873
Belagavi,15.465567,74.458317
Belagavi,15.641428,74.504659
Belagavi,15.603822,74.483524
Belagavi,15.62311,74.523976
Belagavi,15.681585,74.509778
Belagavi,15.653915,74.571265
Belagavi,15.579913,74.450288
Belagavi,15.676832,74.596089
Belagavi,15.636673,74.506109
Belagavi,15.434041,74.55476
Belagavi,15.625516,74.5203
Belagavi,15.706291,74.501252
Belagavi,15.716342,74.499301
Belagavi,15.425345,74.598755
Belagavi,15.665257,74.470031
Belagavi,15.683613,74.419842
Belagavi,15.60948,74.512167
Belagavi,15.688882,74.503036
Belagavi,15.544394,74.417615
Belagavi,15.658866,74.4849
Belagavi,15.44801,74.549115
Belagavi,15.689232,74.36157
Belagavi,15.670288,74.460239
Belagavi,15.716661,74.498819
Belagavi,15.679342,74.543265
Belagavi,15.687563,74.415462
Belagavi,15.671768,74.458145
Belagavi,15.691451,74.363807
Belagavi,15.693842,74.503463
Belagavi,15.689301,74.54383
Belagavi,15.654149,74.449919
Belagavi,15.653183,74.542868
Belagavi,15.72268,74.482322
Belagavi,15.687125,74.299348
Belagavi,15.691153,74.615694
Belagavi,15.66199,74.14844
Belagavi,15.695332,74.410635
Belagavi,15.648441,74.560048
Belagavi,15.693291,74.634689
Belagavi,15.410045,74.664294
Uttara Kannada,15.428979,74.490832
Belagavi,15.534982,74.489533
Belagavi,15.697203,74.652213
Belagavi,15.707107,74.493394
Belagavi,15.634235,74.510976
Belagavi,15.646256,74.503294
Belagavi,15.432635,74.548918
Belagavi,15.424826,74.599052
Belagavi,15.652611,74.145591
Belagavi,15.715138,74.387608
Belagavi,15.641319,74.504952
Belagavi,15.668795,74.49999
Belagavi,15.688093,74.355797
Belagavi,15.644455,74.503874
Belagavi,15.416493,74.616775
Belagavi,15.685754,74.307732
Belagavi,15.654401,74.44919
Belagavi,15.696321,74.409893
Belagavi,15.687857,74.375526
Belagavi,15.674137,74.588991
Belagavi,15.692673,74.623073
Belagavi,15.415804,74.615829
Belagavi,15.648041,74.518663
Belagavi,15.41131,74.658062
Belagavi,15.686974,74.300666
Belagavi,15.687467,74.376047
Belagavi,15.696256,74.399126
Belagavi,15.660775,74.498784
Belagavi,15.638368,74.505976
Belagavi,15.646781,74.499353
Belagavi,15.635946,74.508348
Belagavi,15.71657,74.384074
Belagavi,15.698923,74.371951
Belagavi,15.693939,74.503548
Belagavi,15.574749,74.515952
Belagavi,15.71738,74.387468
Belagavi,15.645819,74.50063
Belagavi,15.706471,74.54548
Belagavi,15.417755,74.630025
Belagavi,15.743959,74.408426
Belagavi,15.568136,74.509983
Belagavi,15.680416,74.600981
Belagavi,15.673544,74.533569
Belagavi,15.687958,74.329236
Belagavi,15.657126,74.538386
Belagavi,15.668671,74.566721
Belagavi,15.432319,74.547324
Belagavi,15.426831,74.529511
Belagavi,15.685777,74.31075
Belagavi,15.695189,74.410722
Belagavi,15.636222,74.25122
Belagavi,15.697267,74.234458
Belagavi,15.440288,74.716669
Belagavi,15.694361,74.3676
Belagavi,15.429371,74.47681
Belagavi,15.59006,74.515409
Belagavi,15.689666,74.564217
Belagavi,15.415775,74.614362
Belagavi,15.433936,74.558532
Belagavi,15.561509,74.504249
Belagavi,15.530639,74.490987
Belagavi,15.433152,74.449325
Belagavi,15.65217,74.500666
Belagavi,15.433371,74.448854
Belagavi,15.694463,74.61739
Uttara Kannada,15.411044,74.504456
Belagavi,15.636321,74.492914
Belagavi,15.660736,74.498952
Belagavi,15.715355,74.49932
Belagavi,15.434586,74.444272
Belagavi,15.720737,74.498426
Belagavi,15.444296,74.429169
Belagavi,15.690694,74.503719
Belagavi,15.435018,74.55732
Belagavi,15.692119,74.623377
Belagavi,15.437009,74.439545
Belagavi,15.706184,74.501069
Belagavi,15.65217,74.492914
Belagavi,15.653394,74.530248
Belagavi,15.69459,74.617577
Belagavi,15.643605,74.50407
Belagavi,15.416618,74.616874
Belagavi,15.636234,74.506198
Belagavi,15.602275,74.514149
Belagavi,15.586184,74.761412
Belagavi,15.623178,74.759218
Belagavi,15.601202,74.781142
Belagavi,15.723273,74.697167
Belagavi,15.69693,74.706114
Belagavi,15.680689,74.724906
Belagavi,15.580849,74.781724
Belagavi,15.607701,74.76918
Belagavi,15.567597,74.748962
Belagavi,15.681154,74.720868
Belagavi,15.61585,74.762055
Belagavi,15.595452,74.812361
Belagavi,15.622755,74.759653
Belagavi,15.581029,74.799772
Belagavi,15.502855,74.785293
Belagavi,15.65585,74.774737
Belagavi,15.728188,74.693268
Belagavi,15.680693,74.724828
Belagavi,15.581583,74.795228
Belagavi,15.58032,74.802982
Belagavi,15.575539,74.738661
Belagavi,15.573181,74.785483
Belagavi,15.603624,74.773738
Belagavi,15.582145,74.796859
Belagavi,15.638901,74.737219
Belagavi,15.63426,74.736311
Belagavi,15.661342,74.73525
Belagavi,15.720795,74.705213
Belagavi,15.600086,74.775964
Belagavi,15.57814,74.805796
Belagavi,15.507671,74.7846
Belagavi,15.622395,74.759372
Belagavi,15.624904,74.858807
Belagavi,15.57478,74.736196
Belagavi,15.716182,74.699126
Belagavi,15.60551,74.770219
Belagavi,15.728169,74.693177
Belagavi,15.720875,74.704893
Belagavi,15.724406,74.696431
Belagavi,15.597736,74.781582
Belagavi,15.683432,74.720086
Belagavi,15.598042,74.777973
Belagavi,15.705143,74.772793
Belagavi,15.510546,74.785158
Belagavi,15.591436,74.768873
Belagavi,15.621583,74.759295
Belagavi,15.597877,74.782018
Belagavi,15.66043,74.735287
Belagavi,15.611227,74.763206
Belagavi,15.692093,74.711956
Belagavi,15.592692,74.798781
Belagavi,15.599552,74.787004
Belagavi,15.580662,74.782122
Belagavi,15.685946,74.719934
Belagavi,15.647746,74.743906
Belagavi,15.612346,74.763065
Belagavi,15.56903,74.742102
Belagavi,15.680402,74.725041
Belagavi,15.723406,74.697372
Belagavi,15.675053,74.727482
Belagavi,15.609425,74.840695
Belagavi,15.698842,74.708564
Belagavi,15.661094,74.735112
Belagavi,15.580279,74.803098
Belagavi,15.607311,74.769388
Belagavi,15.591942,74.780871
Belagavi,15.580721,74.790762
Belagavi,15.66084,74.735019
Belagavi,15.715636,74.700316
Belagavi,15.582355,74.758412
Belagavi,15.592857,74.805177
Belagavi,15.71635,74.700466
Belagavi,15.605207,74.787704
Belagavi,15.656834,74.777961
Belagavi,15.622659,74.759206
Belagavi,15.634628,74.73431
Belagavi,15.715875,74.700661
Belagavi,15.594343,74.793417
Belagavi,15.605558,74.77002
Belagavi,15.591777,74.781819
Belagavi,15.507271,74.784375
Belagavi,15.639789,74.784601
Belagavi,15.592736,74.802789
Belagavi,15.572732,74.764347
Belagavi,15.709753,74.753468
Belagavi,15.623659,74.858746
Belagavi,15.650565,74.741075
Belagavi,15.57235,74.74135
Belagavi,15.690482,74.713331
Belagavi,15.626035,74.847892
Belagavi,15.5101,74.786019
Belagavi,15.61323,74.846347
Belagavi,15.651737,74.82316
Belagavi,15.698023,74.628106
Belagavi,15.571428,74.722775
Belagavi,15.566994,74.788398
Belagavi,15.683402,74.722057
Belagavi,15.58311,74.794994
Belagavi,15.610488,74.794536
Belagavi,15.596783,74.790825
Belagavi,15.697677,74.708835
Belagavi,15.655902,74.757225
Belagavi,15.722778,74.695845
Belagavi,15.660582,74.735635
Belagavi,15.576166,74.741191
Belagavi,15.580698,74.795084
Belagavi,15.582171,74.755988
Belagavi,15.594698,74.779779
Belagavi,15.595331,74.77886
Belagavi,15.734829,74.676986
Belagavi,15.725435,74.64366
Belagavi,15.679601,74.725916
Belagavi,15.667016,74.715279
Belagavi,15.599598,74.78691
Belagavi,15.592603,74.791592
Belagavi,15.597259,74.794838
Belagavi,15.622429,74.855704
Belagavi,15.685225,74.728117
Belagavi,15.551693,74.783578
Belagavi,15.632136,74.755471
Belagavi,15.719745,74.697946
Belagavi,15.598383,74.784303
Belagavi,15.587617,74.764865
Belagavi,15.615257,74.848281
Belagavi,15.62368,74.759179
Belagavi,15.672616,74.728146
Belagavi,15.498244,74.768994
Belagavi,15.586124,74.795998
Belagavi,15.693909,74.794835
Belagavi,15.683063,74.720661
Belagavi,15.728445,74.692227
Belagavi,15.685556,74.73553
Belagavi,15.567012,74.754541
Belagavi,15.645295,74.813711
Belagavi,15.727347,74.697413
Belagavi,15.598649,74.777953
Belagavi,15.541597,74.784041
Belagavi,15.666099,74.698171
Belagavi,15.610984,74.792902
Belagavi,15.581109,74.755506
Belagavi,15.599312,74.788653
Belagavi,15.617028,74.814789
Belagavi,15.720296,74.700265
Belagavi,15.704298,74.705009
Belagavi,15.599235,74.788843
Belagavi,15.666529,74.817225
Belagavi,15.56187,74.720251
Belagavi,15.679123,74.80886
Belagavi,15.647407,74.743518
Belagavi,15.703995,74.705816
Belagavi,15.597378,74.782631
Belagavi,15.659528,74.752663
Belagavi,15.711311,74.703043
Belagavi,15.618248,74.84493
Belagavi,15.712059,74.702884
Belagavi,15.595163,74.786762
Belagavi,15.597472,74.819102
Belagavi,15.675917,74.727207
Belagavi,15.562973,74.789251
Belagavi,15.727474,74.695428
Belagavi,15.686507,74.719557
Belagavi,15.699973,74.70688
Belagavi,15.595986,74.778914
Belagavi,15.700755,74.755249
Belagavi,15.720629,74.703538
Belagavi,15.667128,74.711475
Belagavi,15.59646,74.790781
Belagavi,15.589876,74.775454
Belagavi,15.592985,74.781013
Belagavi,15.596932,74.801525
Belagavi,15.596135,74.799888
Belagavi,15.597134,74.785698
Belagavi,15.618415,74.814129
Belagavi,15.699564,74.707497
Belagavi,15.594693,74.749877
Belagavi,15.603343,74.772993
Belagavi,15.629593,74.756005
Belagavi,15.714539,74.678097
Belagavi,15.623694,74.759514
Belagavi,15.686185,74.716658
Belagavi,15.57297,74.743223
Belagavi,15.682599,74.721339
Belagavi,15.724748,74.695772
Belagavi,15.584483,74.792722
